client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
1963,38,technician,single,professional.course,no,yes,may,24,166,3,0,nonexistent,93.994,4.855,no
1964,26,technician,married,professional.course,no,yes,may,29,210,3,0,nonexistent,93.994,4.855,no
1965,52,blue-collar,single,basic.9y,unknown,yes,may,17,160,3,0,nonexistent,93.994,4.855,no
1966,54,admin.,married,basic.4y,unknown,no,may,15,77,2,0,nonexistent,93.994,4.855,no
1967,51,services,married,professional.course,unknown,no,may,15,328,7,0,nonexistent,93.994,4.855,no
1968,42,admin.,married,basic.9y,no,yes,may,15,164,8,0,nonexistent,93.994,4.855,no
1969,41,management,single,unknown,no,no,may,4,154,2,0,nonexistent,93.994,4.855,no
1970,26,services,single,high.school,no,no,may,9,155,3,0,nonexistent,93.994,4.855,no
1971,38,housemaid,married,basic.6y,unknown,yes,may,22,153,4,0,nonexistent,93.994,4.855,no
1972,54,technician,married,unknown,unknown,no,may,7,111,2,0,nonexistent,93.994,4.855,no
1973,41,blue-collar,divorced,basic.4y,no,no,may,4,91,3,0,nonexistent,93.994,4.855,no
1974,26,blue-collar,single,high.school,no,no,may,4,213,4,0,nonexistent,93.994,4.855,no
1975,43,management,married,basic.4y,no,yes,may,31,257,3,0,nonexistent,93.994,4.855,no
1976,28,technician,single,professional.course,no,yes,may,13,315,4,0,nonexistent,93.994,4.855,no
1977,35,technician,divorced,professional.course,no,no,may,11,102,3,0,nonexistent,93.994,4.855,no
1978,45,admin.,married,high.school,no,no,may,22,35,3,0,nonexistent,93.994,4.855,no
1979,40,admin.,married,high.school,no,no,may,19,83,3,0,nonexistent,93.994,4.855,no
1980,37,technician,married,professional.course,no,yes,may,23,834,9,0,nonexistent,93.994,4.855,no
1981,52,technician,married,university.degree,no,no,may,23,244,5,0,nonexistent,93.994,4.855,no
1982,36,admin.,married,high.school,no,yes,may,9,143,3,0,nonexistent,93.994,4.855,no
1983,40,blue-collar,married,basic.9y,unknown,yes,may,19,277,3,0,nonexistent,93.994,4.855,no
1984,43,blue-collar,married,basic.4y,no,yes,may,2,1534,2,0,nonexistent,93.994,4.855,no
1985,36,blue-collar,married,basic.6y,unknown,no,may,15,291,4,0,nonexistent,93.994,4.855,no
1986,36,blue-collar,single,high.school,no,no,may,8,163,2,0,nonexistent,93.994,4.857,no
1987,43,blue-collar,married,basic.4y,unknown,yes,may,7,149,6,0,nonexistent,93.994,4.857,no
1988,44,blue-collar,married,basic.9y,unknown,yes,may,18,33,4,0,nonexistent,93.994,4.857,no
1989,49,blue-collar,married,professional.course,unknown,no,may,28,144,6,0,nonexistent,93.994,4.857,no
1990,56,retired,married,basic.4y,unknown,yes,may,26,146,4,0,nonexistent,93.994,4.857,no
1991,39,blue-collar,divorced,basic.9y,no,no,may,2,40,3,0,nonexistent,93.994,4.857,no
1992,29,blue-collar,married,professional.course,unknown,yes,may,13,79,6,0,nonexistent,93.994,4.857,no
1993,41,admin.,single,university.degree,unknown,no,may,5,112,2,0,nonexistent,93.994,4.857,no
1994,47,admin.,married,university.degree,no,yes,may,16,147,5,0,nonexistent,93.994,4.857,no
1995,38,blue-collar,married,basic.6y,unknown,yes,may,16,836,4,0,nonexistent,93.994,4.857,no
1996,36,technician,married,high.school,no,yes,may,14,290,5,0,nonexistent,93.994,4.857,no
1997,46,technician,divorced,professional.course,no,yes,may,19,148,2,0,nonexistent,93.994,4.857,no
1998,47,services,divorced,high.school,no,yes,may,24,289,5,0,nonexistent,93.994,4.857,no
1999,47,blue-collar,single,basic.4y,no,yes,may,29,345,2,0,nonexistent,93.994,4.857,no
2000,42,self-employed,married,university.degree,no,yes,may,3,1002,5,0,nonexistent,93.994,4.857,no
2001,42,management,married,university.degree,unknown,yes,may,17,181,4,0,nonexistent,93.994,4.857,no
2002,59,management,married,university.degree,no,no,may,30,460,5,0,nonexistent,93.994,4.857,yes
2003,33,unemployed,married,professional.course,unknown,yes,may,14,129,2,0,nonexistent,93.994,4.857,no
2004,48,entrepreneur,married,high.school,no,yes,may,20,76,2,0,nonexistent,93.994,4.857,no
2005,53,technician,single,professional.course,no,yes,may,26,111,2,0,nonexistent,93.994,4.857,no
2006,57,blue-collar,married,unknown,unknown,unknown,may,24,98,3,0,nonexistent,93.994,4.857,no
2007,34,services,married,high.school,unknown,yes,may,11,221,2,0,nonexistent,93.994,4.857,no
2008,51,services,divorced,professional.course,no,yes,may,25,150,7,0,nonexistent,93.994,4.857,no
2009,39,blue-collar,married,basic.6y,unknown,yes,may,18,399,3,0,nonexistent,93.994,4.857,no
2010,45,unknown,married,unknown,unknown,no,may,7,139,6,0,nonexistent,93.994,4.857,no
2011,37,admin.,married,high.school,no,yes,may,15,115,4,0,nonexistent,93.994,4.857,no
2012,44,blue-collar,married,basic.6y,no,yes,may,27,149,5,0,nonexistent,93.994,4.857,no
2013,48,admin.,married,university.degree,no,no,may,25,327,2,0,nonexistent,93.994,4.857,no
2014,59,retired,married,university.degree,unknown,no,may,25,92,4,0,nonexistent,93.994,4.857,no
2015,44,admin.,single,high.school,no,no,may,6,111,2,0,nonexistent,93.994,4.857,no
2016,50,blue-collar,married,basic.9y,unknown,yes,may,25,192,2,0,nonexistent,93.994,4.857,no
2017,35,services,married,high.school,no,yes,may,13,88,5,0,nonexistent,93.994,4.857,no
2018,53,self-employed,married,university.degree,no,no,may,10,592,2,0,nonexistent,93.994,4.857,no
2019,41,technician,married,professional.course,unknown,no,may,21,105,3,0,nonexistent,93.994,4.857,no
2020,55,admin.,married,high.school,no,yes,may,19,62,2,0,nonexistent,93.994,4.857,no
2021,36,blue-collar,married,basic.4y,unknown,no,may,30,114,5,0,nonexistent,93.994,4.857,no
2022,37,blue-collar,married,basic.4y,no,yes,may,25,59,4,0,nonexistent,93.994,4.857,no
2023,36,management,divorced,high.school,no,no,may,7,144,7,0,nonexistent,93.994,4.857,no
2024,45,management,married,basic.9y,no,yes,may,7,346,4,0,nonexistent,93.994,4.857,no
2025,35,admin.,single,basic.6y,no,yes,may,5,57,2,0,nonexistent,93.994,4.857,no
2026,32,admin.,married,high.school,no,yes,may,7,396,3,0,nonexistent,93.994,4.857,no
2027,43,blue-collar,married,basic.6y,unknown,yes,may,4,286,4,0,nonexistent,93.994,4.857,no
2028,36,entrepreneur,married,university.degree,no,yes,may,24,59,4,0,nonexistent,93.994,4.857,no
2029,55,admin.,divorced,university.degree,no,yes,may,16,38,4,0,nonexistent,93.994,4.857,no
2030,55,technician,divorced,professional.course,unknown,yes,may,6,252,4,0,nonexistent,93.994,4.857,no
2031,54,services,married,basic.4y,unknown,yes,may,12,566,7,0,nonexistent,93.994,4.857,no
2032,39,housemaid,married,university.degree,no,yes,may,24,167,2,0,nonexistent,93.994,4.857,no
2033,40,technician,married,professional.course,unknown,no,may,14,127,2,0,nonexistent,93.994,4.857,no
2034,49,services,married,high.school,unknown,unknown,may,21,71,2,0,nonexistent,93.994,4.857,no
2035,45,unemployed,married,high.school,unknown,no,may,7,120,2,0,nonexistent,93.994,4.857,no
2036,32,admin.,single,university.degree,no,no,may,18,409,2,0,nonexistent,93.994,4.857,no
2037,57,management,divorced,university.degree,no,yes,may,7,117,2,0,nonexistent,93.994,4.857,no
2038,41,admin.,divorced,high.school,no,no,may,17,177,4,0,nonexistent,93.994,4.857,no
2039,24,services,single,high.school,no,no,may,10,757,2,0,nonexistent,93.994,4.857,yes
2040,49,management,divorced,high.school,unknown,yes,may,27,145,1,0,nonexistent,93.994,4.857,no
2041,49,management,divorced,high.school,unknown,no,may,29,124,1,0,nonexistent,93.994,4.857,no
2042,59,retired,single,university.degree,no,no,may,29,36,4,0,nonexistent,93.994,4.857,no
2043,44,blue-collar,married,professional.course,no,no,may,29,94,2,0,nonexistent,93.994,4.857,no
2044,43,management,married,basic.6y,unknown,no,may,22,189,1,0,nonexistent,93.994,4.857,no
2045,59,blue-collar,married,basic.4y,unknown,no,may,29,24,1,0,nonexistent,93.994,4.857,no
2046,36,unemployed,married,unknown,unknown,no,may,29,33,2,0,nonexistent,93.994,4.857,no
2047,49,technician,divorced,basic.9y,unknown,yes,may,20,185,1,0,nonexistent,93.994,4.857,no
2048,39,entrepreneur,divorced,high.school,no,no,may,22,122,1,0,nonexistent,93.994,4.857,no
2049,39,entrepreneur,divorced,high.school,no,no,may,14,225,1,0,nonexistent,93.994,4.857,no
2050,33,blue-collar,single,high.school,no,no,may,26,165,1,0,nonexistent,93.994,4.857,no
2051,42,blue-collar,married,professional.course,no,yes,may,20,186,1,0,nonexistent,93.994,4.857,no
2052,33,management,married,university.degree,no,no,may,23,405,3,0,nonexistent,93.994,4.857,no
2053,51,blue-collar,married,basic.4y,unknown,no,may,26,172,2,0,nonexistent,93.994,4.857,no
2054,29,management,single,university.degree,no,yes,may,5,207,3,0,nonexistent,93.994,4.857,no
2055,35,admin.,married,university.degree,no,yes,may,14,325,3,0,nonexistent,93.994,4.857,no
2056,29,student,single,high.school,unknown,no,may,5,57,8,0,nonexistent,93.994,4.857,no
2057,34,management,married,university.degree,unknown,no,may,10,102,1,0,nonexistent,93.994,4.857,no
2058,33,services,married,high.school,unknown,no,may,6,164,3,0,nonexistent,93.994,4.857,no
2059,54,management,divorced,university.degree,no,no,may,18,288,2,0,nonexistent,93.994,4.857,no
2060,56,services,divorced,high.school,unknown,no,may,25,154,1,0,nonexistent,93.994,4.857,no
2061,34,blue-collar,married,basic.4y,no,yes,may,4,102,1,0,nonexistent,93.994,4.857,no
2062,51,blue-collar,married,basic.4y,no,yes,may,2,136,2,0,nonexistent,93.994,4.857,no
2063,33,blue-collar,married,professional.course,no,no,may,26,53,1,0,nonexistent,93.994,4.857,no
2064,39,admin.,married,university.degree,no,no,may,14,744,6,0,nonexistent,93.994,4.857,yes
2065,32,blue-collar,married,professional.course,no,no,may,18,202,1,0,nonexistent,93.994,4.857,no
2066,37,admin.,married,university.degree,unknown,yes,may,8,113,3,0,nonexistent,93.994,4.857,no
2067,47,technician,divorced,university.degree,no,no,may,12,130,3,0,nonexistent,93.994,4.857,no
2068,26,technician,married,university.degree,no,no,may,16,523,1,0,nonexistent,93.994,4.857,no
2069,26,self-employed,married,university.degree,no,no,may,6,231,1,0,nonexistent,93.994,4.857,no
2070,25,blue-collar,married,high.school,no,no,may,16,217,1,0,nonexistent,93.994,4.857,no
2071,52,entrepreneur,married,university.degree,unknown,no,may,13,151,1,0,nonexistent,93.994,4.857,no
2072,59,blue-collar,married,basic.4y,unknown,no,may,7,293,1,0,nonexistent,93.994,4.857,no
2073,39,blue-collar,divorced,high.school,no,no,may,30,281,1,0,nonexistent,93.994,4.857,no
2074,31,blue-collar,married,basic.4y,unknown,no,may,21,363,2,0,nonexistent,93.994,4.857,no
2075,56,housemaid,divorced,basic.4y,unknown,no,may,18,86,1,0,nonexistent,93.994,4.857,no
2076,29,technician,single,university.degree,no,no,may,28,1147,2,0,nonexistent,93.994,4.857,no
2077,36,technician,married,university.degree,no,yes,may,19,486,1,0,nonexistent,93.994,4.857,no
2078,44,blue-collar,married,basic.4y,unknown,no,may,20,49,2,0,nonexistent,93.994,4.857,no
2079,31,admin.,divorced,high.school,no,no,may,25,170,2,0,nonexistent,93.994,4.857,no
2080,40,housemaid,single,university.degree,no,no,may,28,539,1,0,nonexistent,93.994,4.857,no
2081,34,technician,single,university.degree,unknown,no,may,12,66,3,0,nonexistent,93.994,4.857,no
2082,56,entrepreneur,married,basic.4y,no,no,may,26,820,1,0,nonexistent,93.994,4.857,no
2083,46,blue-collar,married,basic.4y,unknown,no,may,20,125,1,0,nonexistent,93.994,4.857,no
2084,38,services,divorced,high.school,no,no,may,14,398,1,0,nonexistent,93.994,4.857,no
2085,42,management,married,university.degree,no,yes,may,22,112,1,0,nonexistent,93.994,4.857,no
2086,42,management,married,university.degree,no,no,may,4,64,1,0,nonexistent,93.994,4.857,no
2087,40,services,married,high.school,unknown,no,may,29,255,1,0,nonexistent,93.994,4.857,no
2088,47,blue-collar,married,basic.4y,unknown,no,may,25,95,8,0,nonexistent,93.994,4.857,no
2089,44,blue-collar,married,professional.course,unknown,yes,may,9,140,3,0,nonexistent,93.994,4.857,no
2090,48,services,married,high.school,no,no,may,15,788,2,0,nonexistent,93.994,4.857,no
2091,36,blue-collar,single,basic.9y,no,yes,may,7,239,4,0,nonexistent,93.994,4.857,no
2092,31,blue-collar,married,basic.9y,unknown,yes,may,20,194,2,0,nonexistent,93.994,4.857,no
2093,30,technician,married,university.degree,no,no,may,29,165,4,0,nonexistent,93.994,4.857,no
2094,29,admin.,single,basic.9y,unknown,no,may,19,306,2,0,nonexistent,93.994,4.857,no
2095,40,self-employed,married,university.degree,unknown,no,may,10,63,3,0,nonexistent,93.994,4.857,no
2096,39,unemployed,married,university.degree,no,yes,may,5,501,2,0,nonexistent,93.994,4.857,no
2097,35,technician,married,professional.course,no,yes,may,28,832,3,0,nonexistent,93.994,4.857,no
2098,33,entrepreneur,married,high.school,no,no,may,2,214,4,0,nonexistent,93.994,4.857,no
2099,48,unemployed,married,high.school,unknown,yes,may,18,283,6,0,nonexistent,93.994,4.857,no
2100,39,technician,married,professional.course,no,yes,may,1,101,2,0,nonexistent,93.994,4.857,no
2101,41,admin.,married,university.degree,no,yes,may,26,77,2,0,nonexistent,93.994,4.857,no
2102,28,management,single,unknown,no,no,may,23,290,6,0,nonexistent,93.994,4.857,no
2103,34,housemaid,married,university.degree,no,no,may,16,388,2,0,nonexistent,93.994,4.857,no
2104,41,admin.,single,unknown,no,yes,may,8,1111,3,0,nonexistent,93.994,4.857,yes
2105,27,admin.,single,high.school,unknown,unknown,may,5,1495,4,0,nonexistent,93.994,4.857,no
2106,27,blue-collar,married,basic.9y,unknown,no,may,23,322,1,0,nonexistent,93.994,4.857,no
2107,30,technician,single,professional.course,no,no,may,9,480,1,0,nonexistent,93.994,4.857,no
2108,41,services,married,high.school,unknown,yes,may,15,146,3,0,nonexistent,93.994,4.857,no
2109,38,blue-collar,married,professional.course,no,no,may,1,393,1,0,nonexistent,93.994,4.857,no
2110,37,entrepreneur,single,university.degree,no,yes,may,10,744,2,0,nonexistent,93.994,4.857,no
2111,34,admin.,single,university.degree,no,yes,may,17,593,2,0,nonexistent,93.994,4.857,no
2112,33,technician,married,basic.9y,no,yes,may,25,215,1,0,nonexistent,93.994,4.857,no
2113,36,blue-collar,single,basic.9y,unknown,yes,may,3,379,2,0,nonexistent,93.994,4.857,no
2114,33,technician,married,basic.9y,no,yes,may,9,315,1,0,nonexistent,93.994,4.857,no
2115,36,technician,married,high.school,no,yes,may,13,162,1,0,nonexistent,93.994,4.857,no
2116,33,technician,married,basic.9y,no,no,may,26,493,1,0,nonexistent,93.994,4.857,no
2117,28,student,single,university.degree,unknown,yes,may,13,225,1,0,nonexistent,93.994,4.857,no
2118,28,student,single,university.degree,unknown,yes,may,25,208,1,0,nonexistent,93.994,4.857,no
2119,38,technician,married,professional.course,no,no,may,27,80,4,0,nonexistent,93.994,4.857,no
2120,50,management,divorced,professional.course,no,no,may,5,39,3,0,nonexistent,93.994,4.857,no
2121,32,management,married,high.school,no,yes,may,30,132,1,0,nonexistent,93.994,4.857,no
2122,45,blue-collar,married,basic.4y,no,no,may,28,101,1,0,nonexistent,93.994,4.857,no
2123,36,admin.,married,university.degree,no,no,may,21,188,1,0,nonexistent,93.994,4.857,no
2124,30,blue-collar,single,basic.9y,unknown,unknown,may,10,386,2,0,nonexistent,93.994,4.857,no
2125,41,blue-collar,married,basic.9y,unknown,no,may,2,457,4,0,nonexistent,93.994,4.857,no
2126,34,blue-collar,single,basic.6y,unknown,yes,may,9,891,1,0,nonexistent,93.994,4.857,no
2127,57,retired,single,high.school,no,no,may,29,53,1,0,nonexistent,93.994,4.857,no
2128,50,blue-collar,married,high.school,unknown,no,may,25,326,1,0,nonexistent,93.994,4.857,no
2129,57,retired,single,high.school,no,yes,may,29,507,1,0,nonexistent,93.994,4.857,no
2130,32,blue-collar,married,basic.4y,unknown,no,may,12,1083,2,0,nonexistent,93.994,4.857,no
2131,44,blue-collar,married,basic.4y,no,yes,may,22,123,2,0,nonexistent,93.994,4.857,no
2132,57,retired,single,high.school,no,unknown,may,30,1266,1,0,nonexistent,93.994,4.857,no
2133,46,technician,married,basic.9y,no,no,may,10,171,6,0,nonexistent,93.994,4.857,no
2134,44,services,married,basic.4y,unknown,yes,may,4,160,4,0,nonexistent,93.994,4.857,no
2135,32,blue-collar,single,basic.9y,no,no,may,19,178,2,0,nonexistent,93.994,4.857,no
2136,41,entrepreneur,married,basic.6y,no,no,may,31,156,3,0,nonexistent,93.994,4.857,no
2137,38,unemployed,married,basic.9y,unknown,no,may,13,200,2,0,nonexistent,93.994,4.857,no
2138,33,technician,married,basic.9y,no,no,may,7,154,2,0,nonexistent,93.994,4.857,no
2139,30,blue-collar,single,basic.9y,no,yes,may,4,163,4,0,nonexistent,93.994,4.857,no
2140,37,blue-collar,divorced,basic.4y,unknown,yes,may,13,391,1,0,nonexistent,93.994,4.857,no
2141,51,blue-collar,married,basic.9y,no,no,may,24,470,1,0,nonexistent,93.994,4.857,no
2142,52,management,married,university.degree,unknown,no,may,4,268,4,0,nonexistent,93.994,4.857,no
2143,39,blue-collar,married,basic.9y,no,no,may,28,793,5,0,nonexistent,93.994,4.857,no
2144,50,management,married,basic.9y,no,no,may,5,219,4,0,nonexistent,93.994,4.857,no
2145,53,retired,divorced,basic.4y,no,no,may,6,460,1,0,nonexistent,93.994,4.857,no
2146,51,technician,married,professional.course,no,yes,may,3,246,1,0,nonexistent,93.994,4.857,no
2147,40,admin.,single,university.degree,no,yes,may,5,194,3,0,nonexistent,93.994,4.857,no
2148,55,blue-collar,married,basic.4y,unknown,yes,may,26,413,1,0,nonexistent,93.994,4.857,no
2149,42,unemployed,married,basic.4y,unknown,yes,may,18,574,6,0,nonexistent,93.994,4.857,no
2150,47,admin.,divorced,university.degree,no,yes,may,21,256,4,0,nonexistent,93.994,4.857,no
2151,33,blue-collar,married,basic.9y,unknown,yes,may,21,88,2,0,nonexistent,93.994,4.857,no
2152,37,self-employed,divorced,university.degree,no,yes,may,17,146,1,0,nonexistent,93.994,4.857,no
2153,37,self-employed,divorced,university.degree,no,yes,may,29,596,1,0,nonexistent,93.994,4.857,no
2154,45,blue-collar,married,basic.4y,unknown,yes,may,2,170,2,0,nonexistent,93.994,4.857,no
2155,30,admin.,single,high.school,no,unknown,may,31,139,1,0,nonexistent,93.994,4.857,no
2156,30,admin.,single,high.school,no,no,may,4,577,1,0,nonexistent,93.994,4.857,no
2157,38,blue-collar,married,basic.6y,no,no,may,1,177,3,0,nonexistent,93.994,4.857,no
2158,31,services,married,high.school,no,yes,may,19,335,1,0,nonexistent,93.994,4.857,no
2159,48,blue-collar,married,basic.9y,no,yes,may,3,262,2,0,nonexistent,93.994,4.857,no
2160,29,admin.,single,high.school,no,yes,may,22,115,1,0,nonexistent,93.994,4.857,no
2161,44,blue-collar,married,basic.9y,unknown,yes,may,14,136,4,0,nonexistent,93.994,4.857,no
2162,38,blue-collar,single,basic.9y,unknown,yes,may,5,289,3,0,nonexistent,93.994,4.857,no
2163,48,blue-collar,married,basic.9y,no,yes,may,26,529,2,0,nonexistent,93.994,4.857,no
2164,41,blue-collar,married,basic.4y,no,yes,may,4,247,2,0,nonexistent,93.994,4.857,no
2165,32,services,married,high.school,no,unknown,may,25,72,2,0,nonexistent,93.994,4.857,no
2166,56,admin.,married,high.school,no,yes,may,24,166,2,0,nonexistent,93.994,4.857,no
2167,39,technician,married,university.degree,no,yes,may,30,320,3,0,nonexistent,93.994,4.857,no
2168,33,technician,married,professional.course,no,yes,may,13,307,4,0,nonexistent,93.994,4.857,no
2169,31,admin.,married,high.school,no,no,may,24,220,3,0,nonexistent,93.994,4.857,no
2170,54,retired,divorced,professional.course,no,no,may,28,241,3,0,nonexistent,93.994,4.857,no
2171,26,services,divorced,professional.course,no,no,may,8,241,1,0,nonexistent,93.994,4.857,no
2172,54,blue-collar,married,professional.course,unknown,yes,may,11,198,3,0,nonexistent,93.994,4.857,no
2173,45,management,married,professional.course,no,no,may,8,98,2,0,nonexistent,93.994,4.857,no
2174,41,blue-collar,divorced,basic.6y,no,yes,may,5,391,2,0,nonexistent,93.994,4.857,no
2175,35,admin.,single,university.degree,no,no,may,31,126,2,0,nonexistent,93.994,4.857,no
2176,28,admin.,married,high.school,no,yes,may,23,55,2,0,nonexistent,93.994,4.857,no
2177,34,self-employed,married,university.degree,no,yes,may,31,86,4,0,nonexistent,93.994,4.857,no
2178,57,retired,single,high.school,no,no,may,7,166,2,0,nonexistent,93.994,4.857,no
2179,35,admin.,married,high.school,unknown,no,may,9,66,4,0,nonexistent,93.994,4.857,no
2180,39,technician,married,basic.6y,no,no,may,6,155,3,0,nonexistent,93.994,4.857,no
2181,30,services,married,professional.course,unknown,no,may,29,311,3,0,nonexistent,93.994,4.857,no
2182,35,blue-collar,married,basic.9y,no,no,may,2,63,5,0,nonexistent,93.994,4.857,no
2183,58,management,married,university.degree,no,no,may,1,236,10,0,nonexistent,93.994,4.857,no
2184,34,blue-collar,married,basic.9y,no,no,may,19,92,3,0,nonexistent,93.994,4.857,no
2185,29,management,single,university.degree,no,yes,may,5,253,2,0,nonexistent,93.994,4.857,no
2186,37,admin.,married,basic.4y,no,yes,may,3,65,1,0,nonexistent,93.994,4.857,no
2187,25,blue-collar,married,basic.9y,no,yes,may,20,41,1,0,nonexistent,93.994,4.857,no
2188,31,blue-collar,married,basic.9y,no,unknown,may,6,163,2,0,nonexistent,93.994,4.857,no
2189,56,admin.,married,basic.9y,unknown,no,may,31,10,11,0,nonexistent,93.994,4.857,no
2190,39,services,married,professional.course,no,no,may,11,221,1,0,nonexistent,93.994,4.857,no
2191,27,blue-collar,married,basic.9y,unknown,no,may,30,484,3,0,nonexistent,93.994,4.857,no
2192,52,management,married,university.degree,unknown,no,may,10,467,5,0,nonexistent,93.994,4.857,no
2193,39,technician,married,university.degree,no,yes,may,26,241,3,0,nonexistent,93.994,4.857,no
2194,34,management,single,university.degree,no,no,may,1,248,2,0,nonexistent,93.994,4.857,no
2195,47,services,divorced,high.school,no,no,may,31,198,3,0,nonexistent,93.994,4.857,no
2196,31,blue-collar,married,basic.6y,no,yes,may,16,212,2,0,nonexistent,93.994,4.857,no
2197,33,admin.,married,high.school,no,yes,may,27,115,4,0,nonexistent,93.994,4.857,no
2198,36,blue-collar,married,basic.6y,unknown,no,may,2,58,7,0,nonexistent,93.994,4.857,no
2199,31,services,single,high.school,no,unknown,may,18,456,6,0,nonexistent,93.994,4.857,no
2200,36,blue-collar,married,basic.6y,unknown,yes,may,15,145,4,0,nonexistent,93.994,4.857,no
2201,57,blue-collar,married,basic.4y,unknown,yes,may,27,300,3,0,nonexistent,93.994,4.857,no
2202,41,management,married,high.school,no,no,may,5,264,2,0,nonexistent,93.994,4.857,no
2203,40,admin.,married,basic.9y,unknown,yes,may,21,184,4,0,nonexistent,93.994,4.857,no
2204,40,services,married,high.school,unknown,yes,may,20,177,4,0,nonexistent,93.994,4.857,no
2205,29,blue-collar,married,basic.9y,no,no,may,11,65,5,0,nonexistent,93.994,4.857,no
2206,39,blue-collar,married,basic.9y,no,no,may,28,299,5,0,nonexistent,93.994,4.857,no
2207,31,blue-collar,single,high.school,unknown,yes,may,8,93,4,0,nonexistent,93.994,4.857,no
2208,50,blue-collar,married,basic.4y,unknown,yes,may,22,22,5,0,nonexistent,93.994,4.857,no
2209,47,blue-collar,married,basic.4y,no,unknown,may,26,170,8,0,nonexistent,93.994,4.857,no
2210,37,admin.,married,unknown,no,no,may,15,89,3,0,nonexistent,93.994,4.857,no
2211,37,admin.,married,high.school,no,yes,may,25,166,4,0,nonexistent,93.994,4.857,no
2212,32,unemployed,married,basic.9y,no,unknown,may,28,128,3,0,nonexistent,93.994,4.857,no
2213,56,admin.,married,high.school,no,yes,may,21,197,3,0,nonexistent,93.994,4.857,no
2214,36,services,married,high.school,unknown,yes,may,26,395,3,0,nonexistent,93.994,4.857,no
2215,51,technician,married,professional.course,no,yes,may,30,220,2,0,nonexistent,93.994,4.857,no
2216,47,blue-collar,divorced,basic.4y,no,no,may,25,298,2,0,nonexistent,93.994,4.857,no
2217,54,technician,married,university.degree,unknown,no,may,27,123,7,0,nonexistent,93.994,4.857,no
2218,41,blue-collar,married,basic.4y,unknown,no,may,13,334,7,0,nonexistent,93.994,4.857,no
2219,44,blue-collar,married,high.school,unknown,yes,may,31,73,3,0,nonexistent,93.994,4.857,no
2220,41,admin.,single,university.degree,unknown,yes,may,7,186,6,0,nonexistent,93.994,4.857,no
2221,57,services,divorced,high.school,no,no,may,10,78,3,0,nonexistent,93.994,4.857,no
2222,44,blue-collar,married,high.school,no,no,may,22,13,5,0,nonexistent,93.994,4.857,no
2223,42,admin.,single,unknown,no,no,may,12,51,9,0,nonexistent,93.994,4.857,no
2224,46,admin.,divorced,university.degree,unknown,no,may,13,303,3,0,nonexistent,93.994,4.857,no
2225,35,services,married,high.school,no,no,may,1,159,3,0,nonexistent,93.994,4.857,no
2226,54,unknown,married,unknown,unknown,no,may,27,103,8,0,nonexistent,93.994,4.857,no
2227,35,admin.,single,basic.4y,unknown,no,may,28,95,3,0,nonexistent,93.994,4.857,no
2228,37,technician,married,basic.9y,unknown,yes,may,15,46,3,0,nonexistent,93.994,4.857,no
2229,52,housemaid,married,basic.4y,unknown,yes,may,5,84,3,0,nonexistent,93.994,4.857,no
2230,41,admin.,married,basic.9y,unknown,yes,may,7,344,3,0,nonexistent,93.994,4.857,no
2231,31,technician,married,professional.course,no,no,may,31,157,5,0,nonexistent,93.994,4.857,no
2232,40,blue-collar,divorced,basic.6y,no,no,may,18,162,4,0,nonexistent,93.994,4.857,no
2233,45,entrepreneur,married,basic.9y,no,no,may,15,249,4,0,nonexistent,93.994,4.857,no
2234,47,management,married,university.degree,no,no,may,26,24,12,0,nonexistent,93.994,4.857,no
2235,39,admin.,married,high.school,no,unknown,may,22,185,4,0,nonexistent,93.994,4.857,no
2236,45,admin.,divorced,university.degree,unknown,yes,may,9,212,5,0,nonexistent,93.994,4.857,no
2237,26,admin.,single,high.school,no,yes,may,31,195,2,0,nonexistent,93.994,4.857,no
2238,36,blue-collar,single,basic.4y,no,yes,may,13,143,4,0,nonexistent,93.994,4.857,no
2239,33,blue-collar,married,basic.9y,no,no,may,21,68,2,0,nonexistent,93.994,4.857,no
2240,38,management,married,university.degree,no,yes,may,3,274,6,0,nonexistent,93.994,4.857,no
2241,50,blue-collar,married,basic.4y,unknown,yes,may,8,152,5,0,nonexistent,93.994,4.857,no
2242,37,blue-collar,single,high.school,no,no,may,4,325,4,0,nonexistent,93.994,4.857,no
2243,39,blue-collar,married,basic.9y,no,no,may,29,249,4,0,nonexistent,93.994,4.857,no
2244,36,admin.,single,high.school,no,yes,may,11,111,4,0,nonexistent,93.994,4.857,no
2245,35,admin.,married,high.school,no,yes,may,19,81,4,0,nonexistent,93.994,4.857,no
2246,31,blue-collar,married,basic.9y,no,yes,may,17,181,4,0,nonexistent,93.994,4.857,no
2247,31,unemployed,single,professional.course,no,no,may,30,92,2,0,nonexistent,93.994,4.856,no
2248,32,blue-collar,married,basic.9y,no,no,may,28,85,2,0,nonexistent,93.994,4.856,no
2249,51,entrepreneur,divorced,unknown,no,yes,may,17,141,6,0,nonexistent,93.994,4.856,no
2250,39,blue-collar,divorced,basic.9y,no,yes,may,10,182,6,0,nonexistent,93.994,4.856,no
2251,25,services,married,high.school,no,yes,may,20,530,7,0,nonexistent,93.994,4.856,no
2252,40,housemaid,single,university.degree,no,no,may,21,160,3,0,nonexistent,93.994,4.856,no
