client_id,age,job,marital,education,credit_default,mortgage
3769,43,blue-collar,married,basic_4y,True,True
3770,52,technician,married,basic_9y,True,True
3771,44,blue-collar,married,basic_6y,True,True
3772,48,management,married,university_degree,True,True
3773,40,admin,divorced,professional_course,True,True
3774,35,student,single,high_school,True,True
3775,56,management,married,basic_4y,True,True
3776,53,technician,married,high_school,True,True
3777,33,blue-collar,married,professional_course,True,True
3778,54,retired,married,basic_9y,True,True
3779,35,technician,married,professional_course,True,True
3780,33,services,single,high_school,True,True
3781,36,services,single,basic_9y,True,True
3782,41,housemaid,married,university_degree,True,True
3783,48,blue-collar,married,professional_course,True,True
3784,35,admin,married,university_degree,True,True
3785,42,admin,single,university_degree,True,True
3786,35,admin,married,university_degree,True,True
3787,34,admin,married,high_school,True,True
3788,29,management,single,university_degree,True,True
3789,32,admin,single,university_degree,True,True
3790,31,blue-collar,married,basic_9y,True,True
3791,46,blue-collar,married,basic_4y,True,True
3792,25,blue-collar,single,basic_4y,True,True
3793,28,admin,single,university_degree,True,True
3794,48,technician,single,university_degree,True,True
3795,42,retired,married,basic_9y,True,True
3796,32,technician,divorced,professional_course,True,True
3797,30,admin,married,university_degree,True,True
3798,32,services,single,high_school,True,True
3799,28,services,single,basic_9y,True,True
3800,28,blue-collar,married,basic_9y,True,True
3801,40,blue-collar,married,basic_6y,True,True
3802,46,blue-collar,married,basic_9y,True,True
3803,38,entrepreneur,married,basic_6y,True,True
3804,47,blue-collar,married,basic_4y,True,True
3805,37,services,married,high_school,True,True
3806,55,technician,married,basic_4y,True,True
3807,28,admin,single,university_degree,True,True
3808,43,blue-collar,single,basic_9y,True,True
3809,56,unknown,married,,True,True
3810,33,management,single,university_degree,True,True
3811,33,blue-collar,married,basic_9y,True,True
3812,35,admin,divorced,university_degree,True,True
3813,41,blue-collar,divorced,basic_6y,True,True
3814,59,entrepreneur,divorced,high_school,True,True
3815,29,services,single,university_degree,True,True
3816,30,self-employed,married,basic_9y,True,True
3817,39,admin,single,high_school,True,True
3818,51,retired,married,university_degree,True,True
3819,34,blue-collar,married,basic_9y,True,True
3820,31,technician,single,professional_course,True,True
3821,36,blue-collar,married,basic_9y,True,True
3822,46,technician,married,basic_9y,True,True
3823,31,technician,married,university_degree,True,True
3824,37,technician,married,professional_course,True,True
3825,30,self-employed,single,high_school,True,True
3826,47,admin,married,high_school,True,True
3827,41,blue-collar,married,high_school,True,True
3828,27,services,single,high_school,True,True
3829,27,blue-collar,divorced,,True,True
3830,39,blue-collar,divorced,basic_6y,True,True
3831,32,services,married,high_school,True,True
3832,42,blue-collar,married,basic_4y,True,True
3833,37,services,married,high_school,True,True
3834,41,blue-collar,married,basic_6y,True,True
3835,51,blue-collar,married,basic_9y,True,True
3836,48,technician,married,high_school,True,True
3837,36,technician,married,basic_9y,True,True
3838,50,management,single,university_degree,True,True
3839,25,admin,married,high_school,True,True
3840,49,blue-collar,married,basic_9y,True,True
3841,44,self-employed,single,basic_6y,True,True
3842,52,entrepreneur,married,university_degree,True,True
3843,33,self-employed,single,university_degree,True,True
3844,48,admin,divorced,professional_course,True,True
3845,42,blue-collar,married,basic_9y,True,True
3846,35,management,married,university_degree,True,True
3847,45,management,married,university_degree,True,True
3848,28,admin,married,high_school,True,True
3849,56,entrepreneur,married,university_degree,True,True
3850,60,retired,married,basic_9y,True,True
3851,37,admin,married,high_school,True,True
3852,38,entrepreneur,married,basic_9y,True,True
3853,41,self-employed,married,high_school,True,True
3854,57,services,divorced,high_school,True,True
3855,23,services,married,basic_9y,True,True
3856,33,admin,married,high_school,True,True
3857,48,blue-collar,married,basic_9y,True,True
3858,38,technician,married,university_degree,True,True
3859,32,blue-collar,married,basic_4y,True,True
3860,31,management,married,high_school,True,True
3861,43,blue-collar,divorced,basic_9y,True,True
3862,44,management,married,high_school,True,True
3863,44,admin,married,university_degree,True,True
3864,33,services,married,high_school,True,True
3865,36,admin,married,basic_9y,True,True
3866,47,technician,married,professional_course,True,True
3867,30,admin,married,university_degree,True,True
3868,34,blue-collar,married,basic_9y,True,True
3869,28,admin,single,high_school,True,True
3870,46,blue-collar,married,basic_9y,True,True
3871,32,blue-collar,married,basic_4y,True,True
3872,36,retired,married,high_school,True,True
3873,24,student,single,university_degree,True,True
3874,35,blue-collar,married,basic_4y,True,True
3875,31,admin,single,university_degree,True,True
3876,51,admin,divorced,university_degree,True,True
3877,33,admin,married,university_degree,True,True
3878,28,services,single,basic_9y,True,True
3879,43,blue-collar,married,,True,True
3880,43,blue-collar,married,basic_6y,True,True
3881,33,self-employed,married,university_degree,True,True
3882,31,services,married,basic_9y,True,True
3883,39,admin,married,professional_course,True,True
3884,52,self-employed,married,university_degree,True,True
3885,24,student,single,high_school,True,True
3886,30,admin,single,university_degree,True,True
3887,28,blue-collar,married,basic_9y,True,True
3888,28,blue-collar,married,basic_9y,True,True
3889,41,technician,single,university_degree,True,True
3890,39,blue-collar,married,basic_9y,True,True
3891,37,technician,married,basic_9y,True,True
3892,51,blue-collar,married,basic_4y,True,True
3893,50,management,married,university_degree,True,True
3894,53,technician,married,high_school,True,True
3895,53,technician,married,,True,True
3896,52,blue-collar,married,basic_4y,True,True
3897,33,services,married,high_school,True,True
3898,36,self-employed,single,university_degree,True,True
3899,41,blue-collar,married,basic_9y,True,True
3900,43,admin,divorced,high_school,True,True
3901,39,self-employed,married,basic_4y,True,True
3902,43,technician,divorced,university_degree,True,True
3903,56,blue-collar,married,basic_4y,True,True
3904,52,admin,married,university_degree,True,True
3905,36,technician,married,professional_course,True,True
3906,35,self-employed,divorced,basic_9y,True,True
3907,30,services,married,high_school,True,True
3908,30,management,divorced,high_school,True,True
3909,36,housemaid,married,basic_4y,True,True
3910,38,admin,divorced,high_school,True,True
3911,38,blue-collar,married,basic_6y,True,True
3912,39,entrepreneur,divorced,university_degree,True,True
3913,34,management,married,high_school,True,True
3914,35,unknown,single,basic_4y,True,True
3915,59,retired,married,basic_4y,True,True
3916,32,blue-collar,married,basic_9y,True,True
3917,37,blue-collar,single,professional_course,True,True
3918,52,self-employed,single,university_degree,True,True
3919,29,technician,married,professional_course,True,True
3920,44,blue-collar,married,basic_6y,True,True
3921,41,blue-collar,married,basic_4y,True,True
3922,37,services,divorced,high_school,True,True
3923,46,admin,married,high_school,True,True
3924,49,services,single,basic_4y,True,True
3925,46,admin,divorced,university_degree,True,True
3926,40,admin,single,,True,True
3927,32,student,single,university_degree,True,True
3928,40,self-employed,married,high_school,True,True
3929,28,technician,divorced,professional_course,True,True
3930,40,blue-collar,married,basic_6y,True,True
3931,32,admin,single,professional_course,True,True
3932,47,management,married,basic_4y,True,True
3933,38,blue-collar,married,basic_9y,True,True
3934,32,management,single,high_school,True,True
3935,34,admin,single,high_school,True,True
3936,53,technician,married,professional_course,True,True
3937,36,technician,married,university_degree,True,True
3938,45,entrepreneur,married,basic_4y,True,True
3939,47,management,married,basic_4y,True,True
3940,44,blue-collar,divorced,basic_6y,True,True
3941,44,blue-collar,divorced,basic_9y,True,True
3942,37,admin,married,high_school,True,True
3943,47,services,married,,True,True
3944,58,retired,divorced,university_degree,True,True
3945,28,services,single,high_school,True,True
3946,46,technician,married,professional_course,True,True
3947,48,admin,married,high_school,True,True
3948,41,blue-collar,married,professional_course,True,True
3949,32,blue-collar,single,basic_6y,True,True
3950,48,technician,married,,True,True
3951,49,management,married,university_degree,True,True
3952,27,services,single,high_school,True,True
3953,55,blue-collar,married,basic_4y,True,True
3954,46,admin,married,professional_course,True,True
3955,47,technician,married,professional_course,True,True
3956,42,admin,divorced,university_degree,True,True
3957,51,blue-collar,married,basic_9y,True,True
3958,57,retired,married,basic_4y,True,True
3959,32,services,single,basic_6y,True,True
3960,54,blue-collar,married,basic_4y,True,True
3961,33,admin,married,professional_course,True,True
3962,50,blue-collar,married,basic_6y,True,True
3963,45,services,divorced,high_school,True,True
3964,49,services,divorced,basic_9y,True,True
3965,47,management,married,basic_4y,True,True
3966,45,services,married,basic_9y,True,True
3967,36,technician,married,professional_course,True,True
3968,38,blue-collar,married,basic_4y,True,True
3969,30,self-employed,single,high_school,True,True
3970,41,management,married,university_degree,True,True
3971,31,technician,single,university_degree,True,True
3972,35,blue-collar,married,basic_6y,True,True
3973,36,technician,married,basic_6y,True,True
3974,51,services,married,high_school,True,True
3975,41,management,married,university_degree,True,True
3976,37,blue-collar,married,basic_9y,True,True
3977,36,management,married,basic_9y,True,True
3978,35,student,single,high_school,True,True
3979,57,technician,married,professional_course,True,True
3980,28,admin,single,university_degree,True,True
3981,54,housemaid,divorced,basic_4y,True,True
3982,38,admin,single,university_degree,True,True
3983,52,management,divorced,high_school,True,True
3984,43,blue-collar,married,basic_4y,True,True
3985,30,student,single,basic_9y,True,True
3986,51,blue-collar,married,basic_4y,True,True
3987,31,technician,married,university_degree,True,True
3988,45,blue-collar,married,,True,True
3989,42,blue-collar,married,basic_4y,True,True
3990,37,blue-collar,married,basic_6y,True,True
3991,49,blue-collar,married,basic_4y,True,True
3992,34,blue-collar,married,basic_9y,True,True
3993,50,services,married,basic_6y,True,True
3994,47,services,divorced,high_school,True,True
3995,44,unknown,married,basic_6y,True,True
3996,42,blue-collar,married,basic_9y,True,True
3997,31,blue-collar,married,basic_9y,True,True
3998,52,management,married,high_school,True,True
3999,56,housemaid,married,basic_4y,True,True
4000,36,blue-collar,married,basic_6y,True,True
4001,45,admin,married,university_degree,True,True
4002,31,self-employed,married,university_degree,True,True
4003,39,housemaid,married,university_degree,True,True
4004,45,blue-collar,married,basic_6y,True,True
4005,46,self-employed,married,basic_9y,True,True
4006,32,blue-collar,married,basic_6y,True,True
4007,29,management,single,university_degree,True,True
4008,41,blue-collar,married,basic_9y,True,True
4009,35,admin,married,university_degree,True,True
4010,29,services,married,basic_9y,True,True
4011,34,admin,married,university_degree,True,True
4012,31,blue-collar,single,basic_9y,True,True
4013,36,technician,single,professional_course,True,True
4014,41,technician,married,university_degree,True,True
4015,59,retired,married,basic_9y,True,True
4016,45,unemployed,married,basic_6y,True,True
4017,31,blue-collar,married,basic_9y,True,True
4018,25,services,married,high_school,True,True
4019,38,management,married,,True,True
4020,32,blue-collar,divorced,basic_9y,True,True
4021,33,admin,single,high_school,True,True
4022,35,self-employed,married,university_degree,True,True
4023,37,blue-collar,married,professional_course,True,True
4024,47,technician,married,professional_course,True,True
4025,28,blue-collar,married,basic_6y,True,True
4026,36,admin,married,high_school,True,True
4027,32,admin,married,university_degree,True,True
4028,36,blue-collar,single,high_school,True,True
4029,51,blue-collar,married,basic_4y,True,True
4030,32,admin,married,high_school,True,True
4031,50,unemployed,married,basic_4y,True,True
4032,48,services,divorced,high_school,True,True
4033,32,admin,married,high_school,True,True
4034,48,blue-collar,married,basic_9y,True,True
4035,52,technician,divorced,basic_9y,True,True
4036,30,blue-collar,single,basic_9y,True,True
4037,36,blue-collar,single,basic_9y,True,True
4038,48,admin,married,university_degree,True,True
4039,25,blue-collar,single,basic_9y,True,True
4040,28,admin,single,high_school,True,True
4041,28,self-employed,single,basic_9y,True,True
4042,34,blue-collar,married,basic_6y,True,True
4043,39,admin,married,basic_4y,True,True
4044,42,services,married,professional_course,True,True
4045,57,retired,married,basic_4y,True,True
4046,44,admin,married,basic_4y,True,True
4047,28,admin,single,basic_9y,True,True
4048,25,self-employed,single,university_degree,True,True
4049,29,housemaid,single,high_school,True,True
4050,28,services,married,high_school,True,True
4051,41,admin,divorced,university_degree,True,True
4052,28,self-employed,married,professional_course,True,True
4053,32,admin,married,high_school,True,True
4054,49,blue-collar,married,basic_4y,True,True
4055,59,technician,married,university_degree,True,True
4056,55,admin,married,university_degree,True,True
4057,43,management,married,university_degree,True,True
4058,58,retired,married,basic_4y,True,True
4059,54,blue-collar,married,basic_4y,True,True
4060,25,blue-collar,married,basic_4y,True,True
4061,24,technician,single,professional_course,True,True
4062,53,self-employed,married,university_degree,True,True
4063,36,admin,married,university_degree,True,True
4064,49,housemaid,married,basic_4y,True,True
4065,44,entrepreneur,married,professional_course,True,True
4066,51,blue-collar,married,basic_4y,True,True
4067,37,housemaid,married,high_school,True,True
4068,41,blue-collar,married,basic_9y,True,True
4069,40,blue-collar,married,basic_9y,True,True
4070,35,services,married,professional_course,True,True
4071,24,services,single,professional_course,True,True
4072,34,technician,married,university_degree,True,True
4073,30,blue-collar,married,basic_9y,True,True
4074,48,services,married,high_school,True,True
4075,27,blue-collar,married,basic_9y,True,True
4076,40,admin,divorced,professional_course,True,True
4077,40,admin,married,university_degree,True,True
4078,48,admin,married,basic_9y,True,True
4079,35,admin,single,high_school,True,True
4080,26,admin,married,high_school,True,True
4081,33,admin,married,university_degree,True,True
4082,29,services,single,university_degree,True,True
4083,45,blue-collar,married,basic_4y,True,True
4084,35,admin,married,university_degree,True,True
4085,32,blue-collar,married,basic_9y,True,True
4086,34,blue-collar,married,basic_9y,True,True
4087,33,services,single,high_school,True,True
4088,37,blue-collar,married,basic_9y,True,True
4089,29,admin,single,basic_9y,True,True
4090,27,student,single,university_degree,True,True
4091,43,services,divorced,high_school,True,True
4092,47,blue-collar,married,professional_course,True,True
4093,32,housemaid,single,high_school,True,True
4094,33,unemployed,divorced,professional_course,True,True
4095,26,unemployed,married,high_school,True,True
4096,39,blue-collar,married,basic_4y,True,True
4097,38,blue-collar,married,basic_6y,True,True
4098,48,blue-collar,married,professional_course,True,True
4099,42,entrepreneur,married,university_degree,True,True
4100,35,blue-collar,divorced,basic_9y,True,True
4101,42,blue-collar,divorced,basic_6y,True,True
4102,36,blue-collar,single,basic_9y,True,True
4103,28,blue-collar,married,basic_9y,True,True
4104,32,technician,single,basic_9y,True,True
4105,28,blue-collar,divorced,high_school,True,True
4106,41,blue-collar,divorced,basic_9y,True,True
4107,32,admin,married,university_degree,True,True
4108,42,blue-collar,divorced,basic_9y,True,True
4109,29,technician,single,university_degree,True,True
4110,38,services,married,high_school,True,True
4111,22,services,single,high_school,True,True
4112,34,blue-collar,married,basic_9y,True,True
4113,31,blue-collar,married,basic_9y,True,True
4114,52,entrepreneur,married,university_degree,True,True
4115,55,services,divorced,high_school,True,True
4116,24,services,single,high_school,True,True
4117,46,admin,divorced,high_school,True,True
4118,31,admin,divorced,university_degree,True,True
4119,34,admin,married,university_degree,True,True
4120,45,entrepreneur,married,basic_9y,True,True
4121,45,blue-collar,married,basic_9y,True,True
4122,39,technician,divorced,professional_course,True,True
4123,29,technician,single,university_degree,True,True
4124,44,technician,divorced,high_school,True,True
4125,29,technician,single,university_degree,True,True
4126,32,technician,married,professional_course,True,True
4127,32,technician,single,high_school,True,True
4128,48,technician,divorced,professional_course,True,True
4129,29,technician,single,university_degree,True,True
4130,32,blue-collar,married,professional_course,True,True
4131,38,blue-collar,single,basic_4y,True,True
4132,28,unemployed,single,high_school,True,True
4133,46,blue-collar,married,basic_4y,True,True
4134,46,management,married,basic_9y,True,True
4135,27,admin,single,university_degree,True,True
4136,26,blue-collar,married,basic_4y,True,True
4137,33,blue-collar,married,basic_9y,True,True
4138,28,management,married,university_degree,True,True
4139,52,management,married,basic_4y,True,True
4140,35,admin,single,university_degree,True,True
4141,33,blue-collar,married,basic_9y,True,True
4142,46,blue-collar,married,basic_9y,True,True
4143,26,services,married,high_school,True,True
4144,39,services,married,high_school,True,True
4145,47,admin,married,university_degree,True,True
4146,26,blue-collar,married,basic_4y,True,True
4147,34,blue-collar,married,professional_course,True,True
4148,24,admin,single,high_school,True,True
4149,31,technician,married,professional_course,True,True
4150,26,admin,single,high_school,True,True
4151,31,admin,married,high_school,True,True
4152,34,blue-collar,married,basic_6y,True,True
4153,60,admin,married,professional_course,True,True
4154,32,blue-collar,married,basic_6y,True,True
4155,24,blue-collar,married,basic_9y,True,True
4156,28,admin,married,high_school,True,True
4157,55,entrepreneur,divorced,university_degree,True,True
4158,38,admin,divorced,high_school,True,True
4159,37,blue-collar,married,professional_course,True,True
4160,36,services,divorced,university_degree,True,True
4161,47,technician,married,professional_course,True,True
4162,49,technician,married,professional_course,True,True
4163,31,blue-collar,married,basic_4y,True,True
4164,52,services,married,high_school,True,True
4165,36,services,married,high_school,True,True
4166,51,blue-collar,married,basic_6y,True,True
4167,52,services,divorced,high_school,True,True
4168,29,technician,married,professional_course,True,True
4169,51,services,married,professional_course,True,True
4170,31,blue-collar,married,basic_9y,True,True
4171,36,admin,married,high_school,True,True
4172,42,services,married,basic_9y,True,True
4173,32,management,single,basic_4y,True,True
4174,30,technician,single,professional_course,True,True
4175,27,blue-collar,married,basic_9y,True,True
4176,47,management,married,basic_4y,True,True
4177,56,blue-collar,married,basic_4y,True,True
4178,57,housemaid,married,basic_6y,True,True
4179,27,services,married,professional_course,True,True
4180,46,blue-collar,divorced,basic_4y,True,True
4181,43,technician,single,professional_course,True,True
4182,44,technician,single,professional_course,True,True
4183,52,self-employed,married,university_degree,True,True
4184,38,technician,single,professional_course,True,True
4185,48,blue-collar,married,basic_6y,True,True
4186,31,technician,married,basic_9y,True,True
4187,33,management,married,university_degree,True,True
4188,37,blue-collar,single,university_degree,True,True
4189,34,blue-collar,married,basic_9y,True,True
4190,59,housemaid,married,,True,True
4191,34,admin,married,university_degree,True,True
4192,34,blue-collar,single,basic_9y,True,True
4193,29,blue-collar,single,professional_course,True,True
4194,46,entrepreneur,married,university_degree,True,True
4195,46,blue-collar,married,basic_9y,True,True
4196,31,admin,unknown,high_school,True,True
4197,58,blue-collar,divorced,,True,True
4198,33,blue-collar,married,basic_4y,True,True
4199,32,admin,single,university_degree,True,True
4200,38,services,single,high_school,True,True
4201,51,admin,single,university_degree,True,True
4202,34,services,married,high_school,True,True
4203,30,blue-collar,married,basic_9y,True,True
4204,39,blue-collar,married,professional_course,True,True
4205,47,blue-collar,married,basic_4y,True,True
4206,36,services,married,high_school,True,True
4207,47,services,divorced,high_school,True,True
4208,49,self-employed,single,basic_9y,True,True
4209,33,technician,divorced,professional_course,True,True
4210,54,blue-collar,married,basic_9y,True,True
4211,35,admin,married,university_degree,True,True
4212,25,services,single,high_school,True,True
4213,42,management,married,basic_6y,True,True
4214,26,admin,single,high_school,True,True
4215,36,technician,married,professional_course,True,True
4216,47,technician,single,professional_course,True,True
4217,43,services,married,basic_9y,True,True
4218,27,admin,married,university_degree,True,True
4219,40,housemaid,married,high_school,True,True
4220,56,management,married,,True,True
4221,59,admin,married,basic_6y,True,True
4222,49,technician,married,professional_course,True,True
4223,40,blue-collar,married,basic_9y,True,True
4224,54,technician,divorced,professional_course,True,True
4225,43,housemaid,married,basic_4y,True,True
4226,36,blue-collar,married,basic_9y,True,True
4227,53,technician,married,professional_course,True,True
4228,31,admin,married,high_school,True,True
4229,53,technician,divorced,professional_course,True,True
4230,52,services,married,high_school,True,True
4231,34,admin,married,university_degree,True,True
4232,31,unemployed,single,professional_course,True,True
4233,54,technician,single,university_degree,True,True
4234,45,blue-collar,married,basic_9y,True,True
4235,40,admin,married,basic_9y,True,True
4236,31,admin,married,high_school,True,True
4237,41,entrepreneur,single,university_degree,True,True
4238,25,admin,married,high_school,True,True
4239,35,student,single,university_degree,True,True
4240,49,admin,divorced,university_degree,True,True
4241,53,blue-collar,married,high_school,True,True
4242,40,admin,married,professional_course,True,True
4243,46,blue-collar,married,basic_4y,True,True
4244,40,unemployed,married,basic_4y,True,True
4245,48,technician,married,,True,True
4246,58,retired,married,university_degree,True,True
4247,30,technician,married,university_degree,True,True
4248,49,blue-collar,married,,True,True
4249,54,technician,married,high_school,True,True
4250,45,technician,single,professional_course,True,True
4251,34,services,married,high_school,True,True
4252,32,services,single,basic_6y,True,True
4253,41,blue-collar,married,basic_4y,True,True
4254,50,blue-collar,married,basic_4y,True,True
4255,52,blue-collar,single,basic_9y,True,True
4256,45,admin,married,,True,True
4257,37,admin,married,high_school,True,True
4258,25,management,single,basic_4y,True,True
4259,50,blue-collar,married,basic_4y,True,True
4260,43,blue-collar,married,basic_4y,True,True
4261,34,management,married,university_degree,True,True
4262,41,blue-collar,married,basic_9y,True,True
4263,35,admin,married,high_school,True,True
4264,31,blue-collar,single,high_school,True,True
4265,34,management,single,university_degree,True,True
4266,47,services,married,high_school,True,True
4267,52,self-employed,married,basic_4y,True,True
4268,47,blue-collar,married,,True,True
4269,42,technician,divorced,university_degree,True,True
4270,28,admin,married,high_school,True,True
4271,43,admin,married,university_degree,True,True
4272,41,services,married,basic_9y,True,True
4273,33,technician,married,high_school,True,True
4274,53,admin,married,university_degree,True,True
4275,49,blue-collar,married,basic_4y,True,True
4276,45,blue-collar,married,basic_4y,True,True
4277,33,services,married,university_degree,True,True
4278,45,blue-collar,married,basic_4y,True,True
4279,30,unemployed,single,basic_9y,True,True
4280,49,technician,married,professional_course,True,True
4281,38,technician,married,professional_course,True,True
4282,39,services,divorced,high_school,True,True
4283,50,blue-collar,married,basic_4y,True,True
4284,58,blue-collar,married,,True,True
4285,46,blue-collar,married,basic_6y,True,True
4286,46,housemaid,married,high_school,True,True
4287,40,technician,married,professional_course,True,True
4288,36,admin,married,high_school,True,True
4289,53,self-employed,married,basic_4y,True,True
4290,32,technician,married,,True,True
4291,42,admin,divorced,university_degree,True,True
4292,39,services,married,high_school,True,True
4293,39,services,married,high_school,True,True
4294,53,blue-collar,married,basic_4y,True,True
4295,34,blue-collar,single,basic_9y,True,True
4296,39,services,married,high_school,True,True
4297,50,blue-collar,married,basic_9y,True,True
4298,40,admin,married,high_school,True,True
4299,56,technician,married,professional_course,True,True
4300,41,technician,married,professional_course,True,True
4301,46,blue-collar,married,basic_9y,True,True
4302,36,blue-collar,married,,True,True
4303,42,blue-collar,married,,True,True
4304,38,technician,married,professional_course,True,True
4305,30,services,divorced,basic_9y,True,True
4306,42,technician,married,basic_9y,True,True
4307,38,technician,married,professional_course,True,True
4308,31,services,married,high_school,True,True
4309,45,management,married,,True,True
4310,33,blue-collar,married,basic_9y,True,True
4311,36,admin,married,university_degree,True,True
4312,41,services,married,high_school,True,True
4313,31,admin,married,high_school,True,True
4314,36,admin,married,high_school,True,True
4315,21,admin,single,basic_9y,True,True
4316,29,admin,married,high_school,True,True
4317,53,management,married,university_degree,True,True
4318,39,blue-collar,married,basic_6y,True,True
4319,31,blue-collar,single,basic_9y,True,True
4320,44,admin,divorced,university_degree,True,True
4321,38,admin,single,basic_6y,True,True
4322,47,entrepreneur,married,,True,True
4323,36,blue-collar,married,basic_9y,True,True
4324,27,blue-collar,single,basic_9y,True,True
4325,45,blue-collar,married,basic_9y,True,True
4326,34,blue-collar,married,basic_4y,True,True
4327,50,blue-collar,married,basic_4y,True,True
4328,40,blue-collar,married,basic_4y,True,True
4329,36,admin,divorced,high_school,True,True
4330,40,admin,married,university_degree,True,True
4331,53,blue-collar,married,basic_4y,True,True
4332,40,admin,divorced,university_degree,True,True
4333,25,blue-collar,married,basic_9y,True,True
4334,42,admin,married,university_degree,True,True
4335,47,admin,divorced,professional_course,True,True
4336,46,admin,divorced,university_degree,True,True
4337,35,technician,married,professional_course,True,True
4338,45,blue-collar,married,basic_6y,True,True
4339,43,technician,married,professional_course,True,True
4340,58,admin,divorced,basic_9y,True,True
4341,43,admin,married,high_school,True,True
4342,33,blue-collar,single,basic_9y,True,True
4343,38,blue-collar,divorced,,True,True
4344,32,unknown,unknown,university_degree,True,True
4345,49,technician,married,professional_course,True,True
4346,36,services,single,,True,True
4347,35,admin,married,high_school,True,True
4348,45,blue-collar,married,basic_9y,True,True
4349,36,admin,divorced,high_school,True,True
4350,45,services,married,basic_9y,True,True
4351,34,services,married,high_school,True,True
4352,54,management,married,high_school,True,True
4353,35,services,single,basic_4y,True,True
4354,30,admin,married,university_degree,True,True
4355,40,services,married,high_school,True,True
4356,31,blue-collar,married,basic_6y,True,True
4357,52,technician,married,basic_9y,True,True
4358,46,admin,married,basic_4y,True,True
4359,27,admin,married,high_school,True,True
4360,39,unemployed,married,professional_course,True,True
4361,59,technician,married,university_degree,True,True
4362,39,admin,single,,True,True
4363,55,retired,divorced,professional_course,True,True
4364,43,unknown,married,university_degree,True,True
4365,42,self-employed,married,high_school,True,True
4366,42,admin,single,university_degree,True,True
4367,56,management,married,,True,True
4368,45,services,married,high_school,True,True
4369,38,blue-collar,single,basic_9y,True,True
4370,49,blue-collar,married,basic_9y,True,True
4371,57,blue-collar,divorced,basic_4y,True,True
4372,51,admin,married,basic_6y,True,True
4373,31,technician,divorced,basic_9y,True,True
4374,52,management,married,university_degree,True,True
4375,57,retired,married,university_degree,True,True
4376,47,blue-collar,married,basic_9y,True,True
4377,42,blue-collar,married,basic_6y,True,True
4378,35,blue-collar,single,,True,True
4379,31,admin,single,university_degree,True,True
4380,43,technician,single,university_degree,True,True
4381,44,blue-collar,married,basic_6y,True,True
4382,59,entrepreneur,divorced,high_school,True,True
4383,57,blue-collar,married,,True,True
4384,41,blue-collar,married,high_school,True,True
4385,32,services,married,high_school,True,True
4386,33,blue-collar,single,basic_4y,True,True
4387,54,entrepreneur,married,basic_6y,True,True
4388,22,blue-collar,single,basic_9y,True,True
4389,36,management,married,university_degree,True,True
4390,56,retired,married,high_school,True,True
4391,41,management,married,high_school,True,True
4392,46,blue-collar,married,professional_course,True,True
4393,60,admin,single,high_school,True,True
4394,50,services,married,high_school,True,True
4395,49,entrepreneur,married,basic_4y,True,True
4396,47,admin,married,university_degree,True,True
4397,34,services,married,high_school,True,True
4398,49,admin,married,university_degree,True,True
4399,30,blue-collar,single,high_school,True,True
4400,35,blue-collar,divorced,high_school,True,True
4401,40,entrepreneur,married,basic_9y,True,True
4402,42,housemaid,married,high_school,True,True
4403,45,blue-collar,single,basic_9y,True,True
4404,40,blue-collar,married,basic_9y,True,True
4405,32,entrepreneur,single,university_degree,True,True
4406,41,services,married,basic_9y,True,True
4407,57,blue-collar,divorced,professional_course,True,True
4408,34,services,married,high_school,True,True
4409,40,management,married,university_degree,True,True
4410,44,blue-collar,married,basic_4y,True,True
4411,51,blue-collar,married,basic_9y,True,True
4412,42,technician,married,basic_9y,True,True
4413,32,technician,divorced,high_school,True,True
4414,33,blue-collar,married,basic_9y,True,True
4415,43,blue-collar,married,basic_4y,True,True
4416,28,blue-collar,married,basic_6y,True,True
4417,37,services,married,high_school,True,True
4418,37,services,single,high_school,True,True
4419,41,housemaid,married,basic_9y,True,True
4420,37,admin,married,university_degree,True,True
4421,42,blue-collar,married,,True,True
4422,60,services,married,,True,True
4423,28,admin,single,university_degree,True,True
4424,45,housemaid,divorced,university_degree,True,True
4425,34,blue-collar,married,basic_6y,True,True
4426,52,technician,married,high_school,True,True
4427,33,admin,married,university_degree,True,True
4428,43,entrepreneur,married,university_degree,True,True
4429,41,management,married,university_degree,True,True
4430,31,technician,married,professional_course,True,True
4431,48,entrepreneur,married,basic_9y,True,True
4432,47,services,married,high_school,True,True
4433,38,admin,married,basic_9y,True,True
4434,51,unemployed,married,professional_course,True,True
4435,49,admin,married,university_degree,True,True
4436,31,entrepreneur,married,basic_9y,True,True
4437,45,self-employed,married,basic_4y,True,True
4438,41,blue-collar,married,basic_6y,True,True
4439,51,retired,married,basic_9y,True,True
4440,46,admin,divorced,university_degree,True,True
4441,48,self-employed,married,university_degree,True,True
4442,51,retired,married,basic_9y,True,True
4443,44,services,married,high_school,True,True
4444,30,services,married,high_school,True,True
4445,35,blue-collar,divorced,basic_9y,True,True
4446,35,unemployed,married,university_degree,True,True
4447,57,technician,married,basic_9y,True,True
4448,38,admin,married,university_degree,True,True
4449,36,self-employed,married,basic_6y,True,True
4450,30,admin,single,university_degree,True,True
4451,37,services,married,high_school,True,True
4452,31,technician,divorced,basic_9y,True,True
4453,37,admin,married,high_school,True,True
4454,31,blue-collar,unknown,,True,True
4455,38,technician,married,professional_course,True,True
4456,29,student,single,university_degree,True,True
4457,36,services,married,high_school,True,True
4458,41,management,married,basic_9y,True,True
